fit_date,regime,hypothesis,weight
2025-09-01,bear,classic_cycle,0.12585683297180042
2025-09-01,bear,etf_flows,0.0
2025-10-01,bull,macro_equities,0.29837171447552574
2025-10-01,bull,cme,0.12489036769112336
2025-10-01,bull,crypto_derivatives,0.49594602588598735
2025-10-01,bull,classic_cycle,0.05990237095383245
2025-10-01,bull,etf_flows,0.020889520993531113
2025-10-01,neutral,macro_equities,0.33266463543394975
2025-10-01,neutral,cme,0.21214817943226047
2025-10-01,neutral,crypto_derivatives,0.32655585387191166
2025-10-01,neutral,classic_cycle,0.06998702826631274
2025-10-01,neutral,etf_flows,0.05864430299556548
2025-10-01,bear,macro_equities,0.19563991323210403
2025-10-01,bear,cme,0.6563123644251627
2025-10-01,bear,crypto_derivatives,0.022190889370932866
2025-10-01,bear,classic_cycle,0.12585683297180042
2025-10-01,bear,etf_flows,0.0
2025-11-01,bull,macro_equities,0.31589883581137784
2025-11-01,bull,cme,0.011681053220032274
2025-11-01,bull,crypto_derivatives,0.4578445682023932
2025-11-01,bull,classic_cycle,0.16306568565334648
2025-11-01,bull,etf_flows,0.051509857112850214
2025-11-01,neutral,macro_equities,0.33266463543394975
2025-11-01,neutral,cme,0.21214817943226047
2025-11-01,neutral,crypto_derivatives,0.32655585387191166
2025-11-01,neutral,classic_cycle,0.06998702826631274
2025-11-01,neutral,etf_flows,0.05864430299556548
2025-11-01,bear,macro_equities,0.19563991323210403
2025-11-01,bear,cme,0.6563123644251627
2025-11-01,bear,crypto_derivatives,0.022190889370932866
2025-11-01,bear,classic_cycle,0.12585683297180042
2025-11-01,bear,etf_flows,0.0
2025-12-01,bull,macro_equities,0.31763512025406127
2025-12-01,bull,cme,0.011697163261988573
2025-12-01,bull,crypto_derivatives,0.46001395948695245
2025-12-01,bull,classic_cycle,0.17309447662961172
2025-12-01,bull,etf_flows,0.037559280367385976
2025-12-01,neutral,macro_equities,0.32719186785260485
2025-12-01,neutral,cme,0.20238599463504162
2025-12-01,neutral,crypto_derivatives,0.3264153607228576
2025-12-01,neutral,classic_cycle,0.06247352816603128
2025-12-01,neutral,etf_flows,0.08153324862346463
2025-12-01,bear,macro_equities,0.20588606928503736
2025-12-01,bear,cme,0.6558176266189323
2025-12-01,bear,crypto_derivatives,0.023491628935453264
2025-12-01,bear,classic_cycle,0.1148046751605771
2025-12-01,bear,etf_flows,0.0
2026-01-01,bull,macro_equities,0.31763512025406127
2026-01-01,bull,cme,0.011697163261988573
2026-01-01,bull,crypto_derivatives,0.46001395948695245
2026-01-01,bull,classic_cycle,0.17309447662961172
2026-01-01,bull,etf_flows,0.037559280367385976
2026-01-01,neutral,macro_equities,0.32719186785260485
2026-01-01,neutral,cme,0.20238599463504162
2026-01-01,neutral,crypto_derivatives,0.3264153607228576
2026-01-01,neutral,classic_cycle,0.06247352816603128
2026-01-01,neutral,etf_flows,0.08153324862346463
2026-01-01,bear,macro_equities,0.1442778718172671
2026-01-01,bear,cme,0.6585040064723879
2026-01-01,bear,crypto_derivatives,0.02036373531679442
2026-01-01,bear,classic_cycle,0.17685438639355058
2026-01-01,bear,etf_flows,0.0
2026-02-01,bull,macro_equities,0.31763512025406127
2026-02-01,bull,cme,0.011697163261988573
2026-02-01,bull,crypto_derivatives,0.46001395948695245
2026-02-01,bull,classic_cycle,0.17309447662961172
2026-02-01,bull,etf_flows,0.037559280367385976
2026-02-01,neutral,macro_equities,0.32719186785260485
2026-02-01,neutral,cme,0.20238599463504162
2026-02-01,neutral,crypto_derivatives,0.3264153607228576
2026-02-01,neutral,classic_cycle,0.06247352816603128
2026-02-01,neutral,etf_flows,0.08153324862346463
2026-02-01,bear,macro_equities,0.05545105211250048
2026-02-01,bear,cme,0.48618226399961995
2026-02-01,bear,crypto_derivatives,0.02201166168456818
2026-02-01,bear,classic_cycle,0.1658335498194377
2026-02-01,bear,etf_flows,0.2705214723838737
2026-03-01,bull,macro_equities,0.31763512025406127
2026-03-01,bull,cme,0.011697163261988573
2026-03-01,bull,crypto_derivatives,0.46001395948695245
2026-03-01,bull,classic_cycle,0.17309447662961172
2026-03-01,bull,etf_flows,0.037559280367385976
2026-03-01,neutral,macro_equities,0.32719186785260485
2026-03-01,neutral,cme,0.20238599463504162
2026-03-01,neutral,crypto_derivatives,0.3264153607228576
2026-03-01,neutral,classic_cycle,0.06247352816603128
2026-03-01,neutral,etf_flows,0.08153324862346463
2026-03-01,bear,macro_equities,0.06251695852946403
2026-03-01,bear,cme,0.4743228810610667
2026-03-01,bear,crypto_derivatives,0.020904844261726733
2026-03-01,bear,classic_cycle,0.12478591590112523
2026-03-01,bear,etf_flows,0.3174694002466173
2026-04-01,bull,macro_equities,0.31763512025406127
2026-04-01,bull,cme,0.011697163261988573
2026-04-01,bull,crypto_derivatives,0.46001395948695245
2026-04-01,bull,classic_cycle,0.17309447662961172
2026-04-01,bull,etf_flows,0.037559280367385976
2026-04-01,neutral,macro_equities,0.32719186785260485
2026-04-01,neutral,cme,0.20238599463504162
2026-04-01,neutral,crypto_derivatives,0.3264153607228576
2026-04-01,neutral,classic_cycle,0.06247352816603128
2026-04-01,neutral,etf_flows,0.08153324862346463
2026-04-01,bear,macro_equities,0.06251695852946403
2026-04-01,bear,cme,0.4743228810610667
2026-04-01,bear,crypto_derivatives,0.020904844261726733
2026-04-01,bear,classic_cycle,0.12478591590112523
2026-04-01,bear,etf_flows,0.3174694002466173
